Compound,TreatmentGroup.x,P1,P2,P3,P4,P5,P6,P7,P8,meanLog2FC.x,sdLog2FC.x,meanFC.x,p_value_tLOG.x,fdr_tLOG.x,TreatmentGroup.y,T1,T2,T3,T4,T5,T6,meanLog2FC.y,sdLog2FC.y,meanFC.y,p_value_tLOG.y,fdr_tLOG.y
PC 34:1,PRED,-0.624021617803707,-0.39225156234030484,-0.42841252031977906,0.033181534953279676,0.4020502710646462,-0.052823855063612465,0.04069136522703784,0.21780739112066758,-0.1004723741452215,0.350647485314182,-1.0721244452124183,0.44436242120658165,0.6494205697778845,ACTH,0.37848234474565356,0.4173438428301091,0.6478624935758635,0.19367676577708473,0.22648216157171355,1.2059388814933378,0.5116310816656271,0.3767348780418769,1.4256611082408315,0.020857288230200333,0.05569339729553493
PC 34:3,PRED,-1.2154396224838164,-1.1270725516230236,-0.5071004008679594,-0.10490297530373695,0.03327329981703621,-0.9697823962192788,-0.3382501999499261,-0.08675732789788455,-0.5395040218160737,0.5001071009687504,-1.4534727480109655,0.018550739023436964,0.08149074642438381,ACTH,0.26399512727966323,0.5247748499058259,0.3081611491158891,0.037054839823980876,0.32914900171989286,0.7580501013080037,0.3701975115255426,0.2458130433837655,1.2925297717410786,0.014160910785551413,0.04181633655498123
PC 34:4,PRED,-1.0415875507067864,-1.3220160328291044,-0.6965677260996487,-0.10358105594231123,-0.49206485108394066,-1.0604256576024313,-0.19689929030061948,-0.04730783883932799,-0.6200562504255213,0.48703862777498996,-1.5369351049488174,0.008729186453910633,0.048917674978980245,ACTH,-0.10039502670332319,-0.4349542139544854,-0.6967984460211,0.07326733632140638,0.16561774788726127,0.15176718401234718,-0.14024923640964895,0.3528750297909807,-1.1020954947100134,0.37499574514710793,0.47537339410062673
PC 35:1,PRED,-1.245393918827667,-1.2887140937250825,-0.9291451478320522,-0.939147548799407,0.06436624338823549,-0.32878134745011794,-0.5432891471922192,-0.3083220907196472,-0.6898033813947447,0.4859357702276238,-1.6130636660622433,0.005091491891934763,0.03773213203984806,ACTH,0.40465978595336843,-0.3520807764786447,0.2743961603895222,-0.006343386650539198,0.2734054865772281,0.7028817829015267,0.21615317544874357,0.3609720477295298,1.1616320594907306,0.202350209282405,0.3194333492445513
PC 35:2,PRED,-1.155859835033013,-0.9107542320261734,-0.8316120406516164,-0.9174680827528924,-0.4564658275783182,-0.9687977942481427,-0.41312815332022057,-0.3863772357771558,-0.7550579001734415,0.2939398613875987,-1.6876993239149953,1.6766708710498802e-4,0.008242056311142153,ACTH,0.479131328515837,0.4016822508455504,0.6951247791217744,0.3467515369991368,0.7838473135489813,0.19819790549345853,0.4841225190874564,0.21990993035536133,1.3987348635186372,0.002960308405664311,0.017533601310908236
PC 35:3,PRED,-0.8619380636094305,-1.17044570165789,-0.8107556056447971,-0.3684954928991018,0.05757119217284077,-0.6171117368041295,-0.3114316597327618,-0.024959935756644146,-0.5134458754914892,0.4274065687162072,-1.4274556031835748,0.011476736526119528,0.06137559098750878,ACTH,0.613508703615967,0.8859276304609881,0.9859052987681848,0.6272162803187299,0.921849750715529,0.5701363086383222,0.7674239954196201,0.18324576781467494,1.7022276552866396,1.512472923090139e-4,0.004745383796195312
PC 35:4,PRED,-1.3881530120472423,-0.6711853973036631,-0.35074903393813645,-0.3509453882979552,-0.09580918796918073,0.01775089828046472,0.05001078045011641,0.49651288341799826,-0.2865709321759498,0.5638114674618592,-1.2197376976079028,0.19370188587233111,0.3802726987454169,ACTH,-0.14457463231021628,-0.8434493348772433,-1.1512321414519509,0.44026197893683583,0.4613336959239178,-0.624392118723401,-0.3103420920836763,0.6747289338137803,-1.2400016944858705,0.31104095214284116,0.4266190108625854
PC 36:1,PRED,-0.9415966459452323,-1.0277184185983976,-0.6992398207138285,-0.6534259455394527,0.31849132029527505,-0.38238846358724277,-0.22025977308766842,-0.16534843876878216,-0.47143577324316616,0.44788547809881457,-1.3864886182195544,0.0205979215848018,0.0873303722981072,ACTH,0.17535771928184027,-0.1438416593446951,0.4892972939853993,-0.37729974227404034,-0.08322097954860928,0.31447761244247013,0.062461707423727496,0.32112950686446673,1.044246065271919,0.6538526094363002,0.7493927167511933
PC 36:2,PRED,-0.5541239551737219,-0.008460003098362789,-0.38792341386159684,-0.11553165937454049,-0.09306712262427412,-0.45636876839328566,-0.048579151314802976,-0.09838274233259084,-0.22030460202164695,0.21100344185549186,-1.1649795273296815,0.02131264541320136,0.0873303722981072,ACTH,0.284293942363101,0.5811497735823087,0.766314201825227,0.5919761362178438,0.3249258001261808,0.5085709433357853,0.5095384662417412,0.1803750510922941,1.423594699389588,9.668054101718603e-4,0.010550789476223345
PC 36:3,PRED,-1.0493008643107737,-0.6924787726138408,-0.7731064359127423,-0.5890716020407498,-0.3087667122019169,-1.0092957008130956,-0.4421040733556019,-0.34154588843849143,-0.6507087562109015,0.2838529006618422,-1.5699392741601044,3.3922620208004327e-4,0.008668994190688095,ACTH,0.30086622083884546,0.31087490912189564,0.5175250710404177,0.5267544062682717,0.45340260231750895,0.4231932077755236,0.42210273622707717,0.09808994541250225,1.3398790135920478,1.3272827075664468e-4,0.004745383796195312
